교육지원청명,유치원코드,유치원명,주소,특수유아수,특수교사수,특수학급수,특수아동보유여부,특수학급보유여부,특수교사보유여부,유아수,특수유아비율,특수교사당특수아동수,특수유아있지만학급없음,특수유아있지만교사없음,교사가없는특수아동
성동광진교육지원청,1ecec08c-ed19-b044-e053-0a32095ab044,서울마장초등학교병설유치원,서울특별시 성동구 마장로35나길 31,0,0,0,0,0,0,33,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-eee1-b044-e053-0a32095ab044,선경유치원,서울특별시 광진구 뚝섬로66길 14,0,0,0,0,0,0,140,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-eee2-b044-e053-0a32095ab044,성산유치원,서울특별시 광진구 뚝섬로59길 18,0,0,0,0,0,0,49,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-eee3-b044-e053-0a32095ab044,자양유치원,서울특별시 광진구 자양로5길 36,0,0,0,0,0,0,33,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-eee4-b044-e053-0a32095ab044,프라임유치원,서울특별시 광진구 광나루로56길 5,0,0,0,0,0,0,146,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f0da-b044-e053-0a32095ab044,서울자양초등학교병설유치원,서울특별시 광진구 아차산로44길 26,0,0,0,0,0,0,55,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f1c6-b044-e053-0a32095ab044,광남유치원,서울특별시 광진구 아차산로70길 40,0,0,0,0,0,0,141,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f331-b044-e053-0a32095ab044,어린이회관유치원,서울특별시 광진구 광나루로 441,0,0,0,0,0,0,270,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f332-b044-e053-0a32095ab044,영화유치원,서울특별시 광진구 영화사로 105,0,0,0,0,0,0,45,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f424-b044-e053-0a32095ab044,아이들세상유치원,서울특별시 성동구 독서당로 272,0,0,0,0,0,0,85,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f504-b044-e053-0a32095ab044,동인유치원,서울특별시 광진구 자양로30길 6,0,0,0,0,0,0,19,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f507-b044-e053-0a32095ab044,경동유치원,서울특별시 성동구 금호로 100,0,0,0,0,0,0,157,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f526-b044-e053-0a32095ab044,송곡유치원,서울특별시 성동구 무학로6길 41,0,0,0,0,0,0,61,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f562-b044-e053-0a32095ab044,예일유치원,서울특별시 광진구 천호대로111길 41,0,0,0,0,0,0,68,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f7d7-b044-e053-0a32095ab044,슬기유치원,서울특별시 광진구 자양로 296,0,0,0,0,0,0,66,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f7d8-b044-e053-0a32095ab044,윤진유치원,서울특별시 광진구 아차산로21길 15,0,0,0,0,0,0,17,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f7d9-b044-e053-0a32095ab044,자양하나유치원,서울특별시 광진구 아차산로41길 22-5,0,0,0,0,0,0,42,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f8d0-b044-e053-0a32095ab044,성심유치원,서울특별시 성동구 무학로10길 21,0,0,0,0,0,0,55,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-f9b0-b044-e053-0a32095ab044,보성유치원,서울특별시 광진구 아차산로 552,0,0,0,0,0,0,87,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-fc13-b044-e053-0a32095ab044,성수아름유치원,서울특별시 광진구 뚝섬로 476-15,0,0,0,0,0,0,20,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-fc15-b044-e053-0a32095ab044,정신유치원,서울특별시 광진구 뚝섬로23길 27,0,0,0,0,0,0,38,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-fd95-b044-e053-0a32095ab044,대원유치원,서울특별시 광진구 뚝섬로41길 20,0,0,0,0,0,0,43,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-fe01-b044-e053-0a32095ab044,광장유치원,서울특별시 광진구 광장로7길 17,0,0,0,0,0,0,43,0.0,0.0,0,0,0.0
성동광진교육지원청,1ecec08c-fe02-b044-e053-0a32095ab044,서울양남초등학교병설유치원,서울특별시 광진구 뚝섬로64길 71,4,0,1,1,1,0,36,0.1111111,0.0,0,1,4.0
성동광진교육지원청,1ecec08c-fe09-b044-e053-0a32095ab044,옥수삼성유치원,서울특별시 성동구 독서당로 218,0,0,0,0,0,0,59,0.0,0.0,0,0,0.0
